"tick","Resource","Service"
1259.0,1018,20
1260.0,1020,20
1261.0,1019,20
1262.0,1021,20
1263.0,1024,20
1264.0,1024,20
1265.0,1024,20
1266.0,1025,20
1267.0,1026,20
1268.0,1027,20
1269.0,1029,20
1270.0,1031,20
1271.0,1031,20
1272.0,1032,20
1273.0,1032,20
1274.0,1033,20
1275.0,1035,20
1276.0,1035,20
1277.0,1038,20
1278.0,1037,20
1279.0,1036,20
1280.0,1039,20
1281.0,1040,20
1282.0,1039,20
1283.0,1039,20
1284.0,1038,20
1285.0,1040,20
1286.0,1040,20
1287.0,1040,20
1288.0,1043,20
1289.0,1042,20
1290.0,1043,20
1291.0,1046,20
1292.0,1046,20
1293.0,1049,20
1294.0,1051,20
1295.0,1051,20
1296.0,1053,20
1297.0,1056,20
1298.0,1056,20
1299.0,1060,20
1300.0,1062,20
1301.0,1066,20
1302.0,1066,20
1303.0,1068,20
1304.0,1072,20
1305.0,1075,20
1306.0,1078,20
1307.0,1077,20
1308.0,1079,20
1309.0,1079,20
1310.0,1079,20
1311.0,1079,20
1312.0,1081,20
1313.0,1081,20
1314.0,1082,20
1315.0,1084,20
1316.0,1084,20
1317.0,1084,20
1318.0,1084,20
1319.0,1084,20
1320.0,1084,20
1321.0,1086,20
1322.0,1087,20
1323.0,1087,20
1324.0,1088,20
1325.0,1090,20
1326.0,1091,20
1327.0,1091,20
1328.0,1091,20
1329.0,1093,20
1330.0,1097,20
1331.0,1097,20
1332.0,1096,20
1333.0,1099,20
1334.0,1099,20
1335.0,1103,20
1336.0,1100,20
1337.0,1102,20
1338.0,1103,20
1339.0,1105,20
1340.0,1107,20
1341.0,1108,20
1342.0,1109,20
1343.0,1109,20
1344.0,1113,20
1345.0,1113,20
1346.0,1114,20
1347.0,1114,20
1348.0,1114,20
1349.0,1118,20
1350.0,1116,20
1351.0,1118,20
1352.0,1117,20
1353.0,1120,20
1354.0,1121,20
1355.0,1121,20
1356.0,1123,20
1357.0,1123,20
1358.0,1123,20
1359.0,1124,20
1360.0,1127,20
1361.0,1129,20
1362.0,1129,20
1363.0,1129,20
1364.0,1130,20
1365.0,1132,20
1366.0,1134,20
1367.0,1134,20
1368.0,1135,21
1369.0,1135,22
1370.0,1135,22
1371.0,1136,22
1372.0,1138,22
1373.0,1141,22
1374.0,1141,22
1375.0,1145,23
1376.0,1146,23
1377.0,1150,23
1378.0,1151,23
1379.0,1153,23
1380.0,1155,23
1381.0,1155,23
1382.0,1155,24
1383.0,1157,24
1384.0,1159,24
1385.0,1160,24
1386.0,1161,24
1387.0,1163,24
1388.0,1165,24
1389.0,1166,24
1390.0,1167,24
1391.0,1170,24
1392.0,1171,24
1393.0,1173,24
1394.0,1176,24
1395.0,1179,24
1396.0,1181,24
1397.0,1181,24
1398.0,1180,24
1399.0,1181,24
1400.0,1183,24
1401.0,1182,24
1402.0,1183,24
1403.0,1186,24
1404.0,1186,24
1405.0,1188,24
1406.0,1189,24
1407.0,1188,24
1408.0,1189,24
1409.0,1188,25
1410.0,1190,25
1411.0,1190,25
1412.0,1192,25
1413.0,1194,25
1414.0,1196,25
1415.0,1197,25
1416.0,1198,25
1417.0,1199,25
1418.0,1203,25
1419.0,1203,25
1420.0,1204,25
1421.0,1206,25
1422.0,1204,25
1423.0,1205,25
1424.0,1208,25
1425.0,1209,25
1426.0,1212,25
1427.0,1211,25
1428.0,1214,25
1429.0,1215,25
1430.0,1215,25
1431.0,1217,25
1432.0,1219,25
1433.0,1220,25
1434.0,1221,25
1435.0,1225,25
1436.0,1223,25
1437.0,1224,25
1438.0,1225,25
1439.0,1225,25
1440.0,1229,25
1441.0,1230,25
1442.0,1233,25
1443.0,1234,25
1444.0,1234,25
1445.0,1234,25
1446.0,1238,25
1447.0,1240,25
1448.0,1241,25
1449.0,1242,26
